id,sgpa1,sgpa2,sgpa3,sgpa4,cgpa,active_backlogs,total_backlogs,10th_mark,12th_mark,stress_level,studytime,part_timejob,math,dsa,networks,os,attendance,career_preference
1496,7.61,6.76,7.98,7.63,7.5,0,0,79.45,47.46,low,7,no,50,74,42,67,66.14,higher study
1497,7.07,7.22,6.13,4.59,6.25,0,1,50.54,80.87,high,14,no,78,67,62,77,94.25,higher study
1498,7.06,4.58,8.51,7.91,7.02,0,2,94.96,68.78,low,3,no,93,87,71,51,83.56,higher study
1499,8.49,7.15,9,7.57,8.05,0,0,45.04,87.73,medium,2,yes,54,53,98,49,73.69,higher study
1500,4.45,8.38,6.75,7.3,6.72,3,3,93.63,64.95,medium,0,yes,54,87,89,59,81.06,higher study
1501,8.37,7.37,7.3,6.58,7.4,0,0,53.96,85.53,high,3,yes,91,99,63,98,70.45,job
1502,6.92,6.51,8,7.46,7.22,0,0,41.73,95.32,low,2,no,88,51,92,99,83.35,none
1503,8.74,6.8,7.29,7.2,7.51,2,2,88.39,82.07,high,7,no,61,77,91,60,62.99,none
1504,8.86,7.53,5.76,8.39,7.64,0,0,33.18,85,low,8,no,79,81,43,37,96.11,higher study
1505,6.98,6.44,7.32,8.29,7.26,0,0,88.75,37.51,high,11,yes,77,68,54,84,69.62,job
1506,7.06,7.83,6.2,3.78,6.22,0,0,50.58,46.74,medium,4,yes,58,72,89,36,92.76,higher study
1507,7.52,7.7,7.2,6.4,7.2,0,0,92.28,98.28,high,8,yes,82,36,59,99,86.4,higher study
1508,8.82,8.14,8.29,6.27,7.88,0,1,79.33,79.45,medium,0,no,79,52,48,49,80.92,higher study
1509,8.63,8.81,8.75,8.72,8.73,0,4,77.64,70.62,medium,6,no,96,51,68,61,97.19,higher study
1510,6.31,8.74,7.24,7.61,7.48,1,1,57.48,57.59,low,10,yes,45,38,48,77,66.27,none
1511,5.52,8.84,7.27,8.57,7.55,0,0,36.99,35.98,high,13,yes,90,88,39,51,64.77,none
1512,7.18,4.07,8.11,3.85,5.8,0,0,88.62,57.74,high,6,yes,97,46,61,35,72.87,job
1513,9.28,4.79,8.83,6.17,7.27,0,5,44.46,66.43,high,5,yes,64,67,96,77,93.21,job
1514,7.66,6.73,6.8,7.58,7.19,0,0,57.95,47.18,high,3,no,37,51,62,53,61.41,higher study
1515,7.51,6.39,7.32,7.62,7.21,0,0,73.23,44.61,low,12,yes,87,76,81,89,69.58,none
1516,6.58,6.91,8.39,8.58,7.62,3,3,65.32,67.07,low,10,no,98,98,96,56,76.99,higher study
1517,8.58,4.13,7.83,6.29,6.71,0,0,46.32,72.26,low,8,no,39,74,91,93,88.52,none
1518,5.56,8.69,6.33,5.55,6.53,0,0,42.43,49.08,medium,13,no,98,71,54,78,71.97,none
1519,8.03,8.92,7.88,6.72,7.89,3,3,41.27,72.36,medium,2,no,55,71,55,80,77.92,job
1520,4.46,8.58,6.56,7.22,6.7,0,0,90.82,93.32,medium,10,no,50,46,60,70,73.47,job
1521,8.51,5.85,7.53,8.6,7.62,0,1,35.12,64.71,low,14,yes,92,55,90,41,63.68,none
1522,4.65,6.33,7.59,8.82,6.85,0,0,98.46,90.45,medium,10,no,62,62,43,38,89.55,job
1523,8.58,8.84,5.54,8.98,7.98,0,0,46.31,95.13,high,0,yes,100,42,55,56,78.46,higher study
1524,8.25,7.27,8.63,5.71,7.46,1,1,40.4,39.2,medium,14,yes,50,50,77,43,92.5,none
1525,7.32,6.03,7.39,8.88,7.41,0,0,71.66,39.43,low,1,no,35,70,61,60,87.79,none
1526,7.83,7.33,6.84,4.09,6.52,0,0,38.37,64.9,low,2,yes,65,97,83,34,62.31,none
1527,6.48,6.14,4.29,3.78,5.17,0,0,73.37,72.41,low,1,yes,55,100,84,41,80,higher study
1528,8.02,7.63,6.69,6.02,7.09,2,2,89.99,61.54,low,5,yes,91,37,34,44,99.63,none
1529,4.26,7.02,9.53,6.14,6.74,2,4,36.22,54.88,high,12,yes,86,73,67,61,72.31,job
1530,6.54,7.42,5.93,6.44,6.58,0,0,86.59,75.95,medium,14,no,80,49,68,67,79.72,higher study
1531,8.08,7.84,8.62,3.63,7.04,0,0,59.44,33.15,medium,13,yes,37,44,94,76,86.08,none
1532,6.69,8.61,4.22,7.05,6.64,0,0,43.69,97.86,low,6,yes,71,59,63,61,68.09,higher study
1533,6.35,7.99,6.51,8.49,7.34,0,0,44.81,48.56,medium,4,no,46,98,73,82,88.1,higher study
1534,6.5,7.3,5.72,8.68,7.05,2,3,94.56,94.45,high,4,no,94,35,98,94,86.39,job
1535,6.01,8.46,7.28,6.56,7.08,3,3,40.42,40.31,low,6,no,97,78,70,70,75,job
1536,8.16,8.72,6.56,7.86,7.82,2,2,91.08,48.96,medium,5,no,66,76,97,36,71.38,job
1537,8.2,6.36,8.32,8.75,7.91,0,0,69.47,48.74,medium,11,no,71,36,34,42,96.76,none
1538,7.54,5.76,7.42,7.39,7.03,1,1,35.63,99.74,medium,7,yes,62,67,48,35,65.08,none
1539,6.48,7.6,7.05,5.02,6.54,3,3,64.13,33.32,medium,8,no,94,98,46,56,77.28,job
1540,6.25,6.85,7.08,6.31,6.62,0,0,87.77,75.86,low,1,yes,65,97,62,84,90.68,job
1541,6.06,6.14,8.56,7.37,7.03,0,2,81.66,91.27,low,11,no,44,40,88,50,65.93,none
1542,6.5,8.01,7.66,5.29,6.86,0,0,65.75,78.05,high,1,yes,51,68,78,58,97.32,job
1543,8.67,4.92,8.15,7.13,7.22,0,0,90.62,57.31,low,14,yes,78,55,37,60,81.05,higher study
1544,6.72,4.39,8.69,4.43,6.06,5,5,41.07,97.21,medium,0,no,54,81,97,53,80.19,higher study
1545,9.71,8.59,8.71,7.73,8.68,0,5,93.97,92.87,medium,6,yes,45,65,48,69,76.97,higher study
1546,7.06,6.49,6.99,7.32,6.96,0,0,89.71,62.08,medium,10,no,53,59,81,61,94.7,none
1547,5.83,8.44,8.86,6.05,7.3,0,0,80.46,71.42,high,14,yes,40,39,89,62,97.94,job
1548,6.32,8.56,6.07,8.98,7.48,0,0,87.8,97.82,low,13,no,35,79,48,75,75.2,higher study
1549,6.67,8.74,7.13,5.2,6.94,1,2,69.44,98.83,low,3,yes,76,88,72,91,81.7,none
1550,7.56,6.8,9.11,7.63,7.78,0,0,78.24,63.14,low,14,yes,54,88,93,65,72.62,job
1551,9.27,8.71,8.69,7.42,8.52,0,0,70.56,89.77,medium,8,no,62,90,77,45,74.72,job
1552,7.82,6.96,5.7,8.86,7.34,0,0,56.82,53.24,medium,5,no,65,96,76,63,61.13,higher study
1553,3.8,4.45,6.82,5.28,5.09,0,1,71.12,57.92,medium,11,no,78,34,37,93,91.44,job
1554,5.83,7.66,6.82,6.47,6.7,0,0,50.26,44.05,high,6,no,92,54,83,44,98.77,job
1555,6.74,4.53,6.91,5.84,6,2,5,62.5,47.02,high,12,no,36,53,72,44,90.78,higher study
1556,6.17,6.15,5.39,6.57,6.07,0,0,51.82,77.01,medium,6,no,72,62,87,83,80.73,higher study
1557,7.17,6.13,7.84,8.42,7.39,0,0,41.24,67.23,high,7,no,84,76,56,34,93.1,job
1558,6.7,8.16,7.31,6.78,7.24,0,0,54.57,48.49,high,3,no,41,78,93,60,94.32,none
1559,5.21,7.33,8.18,8.4,7.28,0,0,90.08,60,high,2,no,79,98,68,65,81.78,none
1560,4.83,6.77,8.68,6.81,6.77,4,4,58.54,58.01,low,2,no,99,36,87,39,97.49,higher study
1561,6.66,6.57,4.91,6.1,6.06,0,0,83.12,99.15,high,9,yes,39,53,91,74,61.21,job
1562,8.88,9.16,8.02,7.55,8.4,0,0,44.75,90.19,medium,7,yes,91,70,95,69,60.4,higher study
1563,7.85,8.01,6.61,6.59,7.26,0,0,61.44,59,low,11,no,74,71,81,72,63.26,none
1564,7.67,6,8.8,8.27,7.68,0,0,40.7,94.23,high,14,no,87,78,40,63,62.31,none
1565,3.58,5.32,6.79,7.92,5.9,0,0,42.3,55.96,medium,12,yes,74,75,78,90,76.98,job
1566,7.25,8.42,6.45,8.77,7.72,0,1,74.37,77.75,high,14,no,81,79,46,44,97.61,higher study
1567,7.29,6.24,6.27,8.35,7.04,0,0,73.71,97.77,medium,2,yes,60,93,86,36,87.01,higher study
1568,7.62,6.57,3.8,6.54,6.13,2,2,47.3,59.15,medium,7,yes,80,46,72,81,86.38,none
1569,8.09,4.63,7.69,9.51,7.48,0,0,64.79,78.56,high,1,yes,56,64,51,39,75.4,higher study
1570,8.11,9.91,4.83,3.66,6.63,0,0,90.84,52.83,high,14,yes,47,95,55,40,81.35,higher study
1571,6.52,9.52,6.34,8.4,7.7,2,2,44.68,50.85,low,4,yes,94,82,69,77,72.17,higher study
1572,7.5,7.16,6.42,7.93,7.25,5,9,34.3,71.47,high,4,no,100,51,86,94,80.71,job
1573,7.24,5.64,6.9,3.98,5.94,0,0,76.69,98.61,medium,6,yes,58,86,36,87,89.87,none
1574,4.69,7.45,6.84,8.01,6.75,0,0,36.59,63.37,low,4,no,98,51,95,84,82.35,higher study
1575,8.61,7.06,7.81,8.5,7.99,0,0,98.66,95.82,medium,8,yes,57,84,62,81,76.75,job
1576,7.89,6.96,8.45,7.72,7.75,0,0,73.85,94.26,medium,2,yes,86,74,41,94,93.8,higher study
1577,7.6,8.89,8.28,7.4,8.04,0,0,64.52,50.01,high,8,yes,83,100,79,73,71.5,higher study
1578,6.35,9.15,6.79,7.91,7.55,0,0,61.82,59.93,medium,0,no,34,98,89,36,79.26,none
1579,7.82,5.86,6.74,9.7,7.53,0,0,71.4,76.1,high,2,yes,72,39,82,63,99.13,job
1580,6.35,7.92,8.9,6.89,7.52,0,0,39.08,67.71,medium,3,yes,77,70,76,57,98.69,higher study
1581,7.01,6.07,6.02,6.55,6.41,0,0,95.31,39.44,low,5,no,38,45,43,100,60.25,none
1582,6.43,7.29,8.64,7.85,7.55,0,0,74.92,99.58,high,9,no,98,35,46,35,81.29,job
1583,8.08,4.34,6.6,6.7,6.43,0,0,45.33,83.43,low,7,yes,48,86,90,77,73.48,higher study
1584,6.62,8.63,8.84,6.24,7.58,0,0,70.7,62.33,high,6,yes,83,58,35,73,71.65,none
1585,9.9,6.9,4.39,6,6.8,0,0,41.94,74.42,low,7,yes,39,61,98,52,83.85,higher study
1586,7.18,6.28,5.48,7.82,6.69,0,0,34.19,38.88,high,5,no,99,78,75,96,77.85,higher study
1587,8.69,8.28,7.03,3.67,6.92,0,0,75.25,66.19,low,5,yes,72,70,91,57,89.31,job
1588,6.61,7.82,7.32,7.09,7.21,0,2,76.45,95.37,low,13,no,62,50,43,83,61.09,none
1589,7.52,4.9,8.12,8.26,7.2,0,0,72.11,93.07,high,5,yes,79,89,96,53,97.08,job
1590,7.26,7.71,7.76,7.13,7.46,0,0,45.3,55.61,high,2,no,64,91,94,90,82.7,higher study
1591,6.05,6.16,6.95,7.46,6.66,0,0,73.43,68.61,medium,13,no,57,37,34,83,87.36,none
1592,9.37,6.42,7.66,7.22,7.67,0,0,36.8,79.73,medium,9,yes,48,88,59,91,84.18,higher study
1593,8.38,7.87,8.19,5.67,7.53,0,0,73.82,55.79,high,14,yes,53,82,38,64,99.57,higher study
1594,6.21,9.92,6.13,5.48,6.94,0,0,70.12,37.36,high,3,no,37,71,68,70,99.45,higher study
1595,7.42,6.62,6.03,7.95,7,0,0,76.91,66.87,low,10,yes,91,78,46,37,84.4,none
1596,7.68,7.51,7.37,7.07,7.41,0,0,93,73.31,low,5,no,94,63,60,91,87.36,higher study
1597,7.89,7.63,6.4,8.89,7.7,0,5,89.98,33.4,medium,12,no,43,70,45,43,84.74,none
1598,8.07,6.85,7.99,8.81,7.93,0,0,98.7,39.41,medium,6,yes,74,89,83,96,72.43,higher study
1599,6.76,8.85,6.64,8.54,7.7,1,1,98.41,46.9,medium,2,no,86,60,92,69,67.7,job
1600,4.52,8.53,7.3,4.94,6.32,0,0,84.75,56.33,low,3,yes,81,65,64,88,76.11,none
1601,6.03,8.17,6.59,8.76,7.39,0,0,97.08,69.26,low,5,no,48,44,70,90,87.31,higher study
1602,8.17,6.23,7.65,7.35,7.35,0,0,91.11,52.69,low,0,yes,40,91,35,76,62.24,job
1603,7.61,6.32,6.35,7.61,6.97,0,0,81.75,51.51,medium,10,yes,76,68,98,98,80.57,none
1604,8.51,7.48,6.07,8.23,7.57,0,0,38.06,91.25,high,14,yes,37,50,36,45,76.34,job
1605,8.46,6.48,6.15,8.09,7.3,0,5,36.3,42.73,medium,6,no,84,63,53,95,81.1,higher study
1606,8.53,8.93,8.86,8.67,8.75,0,0,89.12,66.2,low,12,yes,92,51,35,57,94.41,job
1607,7.46,3.74,5.4,8.15,6.19,0,1,65.81,96.84,medium,14,no,74,63,75,35,61.9,higher study
1608,3.9,4,6.43,8.99,5.83,0,0,87.58,74.88,medium,10,no,94,49,76,80,90.54,higher study
1609,7,6.48,8.13,7.05,7.16,0,0,53.97,81.06,medium,0,yes,63,87,54,89,86.68,none
1610,8.37,7.46,6.2,8.5,7.63,0,0,59.65,61.9,medium,10,no,51,37,78,49,68.15,higher study
1611,5.14,7.09,6.32,8.09,6.66,0,0,79.92,34.35,low,12,yes,63,48,53,67,89.37,higher study
1612,7.35,7.92,7.53,3.71,6.63,0,0,94.33,76.29,medium,11,no,40,60,76,51,79.85,none
1613,6.55,4.53,5.78,8.07,6.23,0,0,38.89,75.34,low,12,no,85,37,83,62,79.24,none
1614,8.56,6.39,7.39,6.98,7.33,0,0,90.72,40.41,medium,11,yes,81,68,76,87,79.32,higher study
1615,8.65,7.29,9.39,8.36,8.42,0,0,86.13,63.97,low,12,yes,56,96,57,84,97.97,higher study
1616,7.4,4.02,3.54,8.7,5.92,0,0,54.15,94.33,high,9,no,70,99,93,47,97.77,none
1617,9.55,5.69,8.85,6.66,7.69,0,0,56.81,46.75,low,10,yes,86,72,65,91,96.54,none
1618,6.23,6.82,5.52,7.88,6.61,0,0,36.12,63.9,low,14,yes,78,61,38,68,95.47,job
1619,7.16,8.66,8.83,7.18,7.96,3,3,34.06,63.9,high,10,no,82,67,35,42,61.5,job
1620,8.41,6.12,8.34,8.97,7.96,0,0,64.96,87.32,high,8,yes,82,66,59,70,76.02,job
1621,8.71,8.74,7.81,7.44,8.18,0,0,39.41,88.25,high,9,no,80,83,58,45,95.8,none
1622,6.61,3.9,7.36,6.68,6.14,0,0,46.01,83.87,high,8,yes,58,93,83,44,90.21,none
1623,6.2,4.64,7.07,4.18,5.52,3,3,89.73,57.49,high,10,yes,60,75,72,60,78.27,none
1624,9.05,8.5,8.84,7.15,8.38,5,5,71.26,37.84,high,8,no,45,61,44,76,90.93,job
1625,8.63,6.89,7.81,7.96,7.82,0,0,75.46,56.42,medium,3,no,56,60,96,83,68.33,higher study
1626,7.17,5.01,7.74,6.23,6.54,0,0,45.57,78.55,medium,1,yes,50,34,51,53,83.99,higher study
1627,7.63,8.37,6.7,7.81,7.63,0,0,88.52,80.09,high,6,yes,77,41,61,46,81.32,higher study
1628,8.9,6.09,5.85,8.79,7.41,0,0,91.16,97.66,low,12,no,57,79,75,80,82.94,none
1629,6.2,8.9,6.14,4.24,6.37,0,0,68.07,63.4,low,3,yes,93,57,93,41,88.87,higher study
1630,7.94,7.58,8.84,9.86,8.56,1,1,94.14,75.38,high,13,yes,86,73,55,97,97.99,higher study
1631,6.22,6.91,6.94,8.55,7.16,0,0,89.61,69.13,medium,4,yes,49,84,73,77,70.56,none
1632,7.13,7.09,7.33,6.2,6.94,0,0,82,43.1,medium,0,yes,58,57,95,45,90.32,none
1633,8.41,6.2,6.34,8.98,7.48,0,2,82.19,63.91,low,10,no,99,55,36,37,85.81,none
1634,7.3,8.97,8.51,8.1,8.22,0,0,40.07,69.51,high,11,yes,83,41,96,73,87.81,none
1635,5.93,6.12,6.08,6.49,6.16,0,0,51.15,96.7,medium,9,no,73,91,53,52,77.16,none
1636,8.99,7.96,8.5,4.9,7.59,0,0,37.49,57.56,high,12,no,39,48,59,87,97.78,job
1637,7.68,7.33,5.47,6.04,6.63,0,0,33.59,98.67,high,5,yes,97,41,74,34,79.19,none
1638,6.96,5.23,6.42,6.51,6.28,0,0,43.62,69.34,low,11,no,61,75,36,46,64.86,higher study
1639,9.43,8.85,8.66,8.51,8.86,0,0,91.99,49.25,high,14,yes,42,72,76,83,87.23,higher study
1640,4.91,6.74,8.19,6.06,6.48,1,1,49.08,45.85,high,6,yes,39,68,50,86,65.15,job
1641,6.66,7.6,6.49,6.7,6.86,0,0,98,42.5,low,2,no,50,74,86,75,72.91,none
1642,5.29,4.46,7.7,8.27,6.43,0,1,73.02,63.35,medium,9,no,73,81,85,58,69.12,higher study
1643,7.05,7.45,6.94,7.76,7.3,0,0,48.9,34.48,high,1,no,78,77,66,77,81.56,higher study
1644,7.12,8.11,6.53,8.35,7.53,0,0,66.31,62.82,low,12,yes,76,68,93,94,73.9,none
1645,6.21,6.2,8.58,8.24,7.31,3,3,47.69,99.22,medium,11,yes,79,60,89,54,66.39,job
1646,7.11,6.58,7.21,6.15,6.76,1,4,98.93,77.9,high,11,yes,96,98,97,84,91.63,none
1647,7.39,6.64,7.2,8.68,7.48,0,0,89.77,83.91,medium,9,no,34,99,41,85,78.74,none
1648,3.67,8.21,6.51,6.68,6.27,0,0,34.77,40.98,low,6,no,92,96,66,96,78.18,none
1649,8.17,6.57,7.15,7.66,7.39,0,0,96.5,64.7,high,0,no,96,62,58,87,95.45,none
1650,7.97,7.72,8.61,7.93,8.06,5,5,81.31,52.18,low,1,no,51,64,40,43,81.55,none
1651,8.13,6.65,7.09,6.51,7.1,0,0,38.53,92.91,low,2,no,98,97,92,92,88.4,job
1652,6.03,8.58,8.85,8.93,8.1,0,0,77.94,45.15,high,3,yes,53,86,66,41,73.12,higher study
1653,6.65,8.83,8.84,7.46,7.94,0,0,76.35,63.74,low,14,yes,89,58,74,84,82.45,none
1654,7.99,7.56,6.43,6.17,7.04,1,1,47.67,72.4,medium,4,no,87,46,66,38,89.06,higher study
1655,7.45,7.06,6.53,8.81,7.46,0,0,83.82,67.45,low,3,no,81,73,62,75,71.86,higher study
1656,4.54,6.7,8.59,9.47,7.32,0,0,38.84,88.63,high,14,no,87,40,72,45,87.54,none
1657,6.02,6.15,3.83,7.76,5.94,0,0,65.8,48.52,high,9,no,49,65,90,57,82.75,higher study
1658,8.41,5.67,7.18,8.1,7.34,2,3,33.67,58.29,medium,2,yes,53,57,97,78,77.37,none
1659,8.32,9.76,6.01,7.58,7.92,0,1,97.91,86.07,high,0,no,80,34,99,86,88.52,none
1660,7.65,6.81,3.7,8.5,6.66,2,2,83.36,68.39,low,14,no,40,80,42,86,72.68,none
1661,6.2,7.96,6.82,6.1,6.77,0,4,43.65,59.95,low,6,no,56,84,62,50,88.58,job
1662,8.3,7.6,7.79,6.81,7.62,0,0,55.9,34.98,high,11,yes,66,69,61,98,82.04,none
1663,3.79,4.92,8.4,7.41,6.13,4,4,43.77,83.48,medium,9,yes,73,60,86,91,69.82,none
1664,7.75,8.83,6.4,6.23,7.3,5,5,84.37,98.14,medium,5,no,38,75,79,70,86.73,higher study
1665,9.83,7.19,6.33,8.12,7.87,0,0,36.96,74.56,high,1,yes,78,46,72,75,95.39,job
1666,5.03,8.08,8.77,4.15,6.51,0,0,89.31,90.39,low,1,no,74,58,91,73,72.4,higher study
1667,8.35,7.47,8.25,7.18,7.81,0,0,96.13,67.64,high,2,no,41,55,87,56,92.49,higher study
1668,5.85,4.6,7.77,6.82,6.26,0,0,78.34,48.53,high,7,no,83,54,39,56,73.45,none
1669,8.26,7.54,8.31,3.68,6.95,0,0,47.28,33.98,medium,7,yes,64,48,78,82,92.84,job
1670,5.15,6.8,7.29,5.33,6.14,0,1,57.13,76.78,low,9,no,37,100,73,40,62.05,job
1671,8.41,3.67,8.28,6.01,6.59,0,1,64.98,66.04,medium,14,no,99,70,56,70,60.29,none
1672,3.69,7.36,7.12,8.16,6.58,0,0,73.51,85.4,medium,9,yes,89,78,75,49,64.53,job
1673,4.39,7.41,6.73,8.5,6.76,0,0,77.8,79.55,low,9,yes,38,59,71,71,94.96,none
1674,4.88,8.12,8.19,7.19,7.1,0,0,70.14,99.19,low,11,no,87,88,49,73,81.35,job
1675,7.55,9.73,7.26,9.83,8.59,0,0,56.54,67.2,low,9,no,34,83,80,62,83.76,job
1676,6.42,8.82,8.94,7.69,7.97,0,0,92.69,61.63,high,10,yes,94,68,54,50,93.69,none
1677,8.01,6.99,3.55,6.68,6.31,0,0,38.46,52.22,low,13,yes,40,74,54,53,62.03,job
1678,7.86,6.13,7.05,4.25,6.32,0,0,64.24,64.95,high,11,yes,63,44,58,58,75.48,job
1679,8.23,7.49,8.77,7.87,8.09,0,0,84.97,91.48,medium,7,no,48,41,94,93,85.72,job
1680,6.51,7.63,8.8,6.04,7.24,0,3,37.09,35.85,low,6,no,37,87,87,71,76.19,higher study
1681,6.58,6.51,6.73,4.63,6.11,0,0,80.26,98.52,high,13,yes,96,34,93,96,61.29,none
1682,9.81,8.28,8.39,3.82,7.58,0,0,87.92,99.55,high,1,yes,71,53,75,72,86.04,higher study
1683,8.67,4.66,7.3,5.51,6.54,0,0,77.28,73.06,high,0,no,80,67,94,97,75.66,job
1684,4.51,8.95,5.07,7.47,6.5,0,2,33.88,55.22,high,5,yes,93,90,65,54,60.77,job
1685,8.25,8.84,8.75,7.93,8.44,0,0,45.08,47.95,medium,10,no,35,46,86,65,66.82,higher study
1686,5.58,6.59,7.35,8.75,7.07,4,4,55.93,51.53,low,7,no,41,87,77,61,68.7,job
1687,5.54,8.63,8.23,7.14,7.39,0,0,48.66,36.37,low,0,no,84,86,44,45,80.42,job
1688,8.72,5.55,7.4,9.18,7.71,1,1,97.5,64.84,low,2,yes,52,85,80,56,67.45,none
1689,8.28,8.11,6.68,8.3,7.84,0,0,76.66,36.85,low,14,no,64,39,93,48,74.45,job
1690,7.79,7.36,5.07,7.79,7,0,0,52.9,81.14,low,0,yes,55,69,69,45,90.03,none
1691,7.96,7.62,9.59,8.78,8.49,0,0,95.29,57.93,low,9,yes,66,58,93,37,92.31,none
1692,8.67,8.55,6.6,7.2,7.76,0,0,82.62,46.37,high,8,yes,70,91,66,68,91.82,higher study
1693,7.74,7.44,7.28,6.96,7.36,2,2,52.08,69.51,low,6,yes,45,88,75,94,87.8,higher study
1694,7.9,7.12,5.97,8.66,7.41,0,0,58.39,98.24,high,13,no,97,36,46,60,81.67,job
1695,6.47,7.48,8.27,6.15,7.09,0,0,46.37,79.58,medium,7,no,58,61,47,66,82.03,higher study
1696,7.42,7.74,7.82,6.41,7.35,0,0,98.06,65.95,high,8,no,87,71,91,46,98.14,none
1697,8.15,6.57,8.07,4.91,6.92,0,0,67.66,85.06,medium,2,yes,62,67,73,70,95.11,higher study
1698,6.81,8.7,6.85,6.25,7.15,0,0,93.04,82.41,low,9,no,46,46,98,77,85.99,none
1699,9.22,9.71,7.44,8.53,8.72,0,0,56.22,92.75,medium,10,no,59,38,38,35,78.74,higher study
1700,6.61,8.02,4.5,6.03,6.29,1,1,90.68,46.72,medium,1,no,55,93,63,71,89.16,job
1701,9.23,7.9,6.13,5.75,7.25,0,0,36.62,90.55,high,5,no,43,50,78,70,62.51,higher study
1702,6.94,6.3,8.45,8.58,7.57,0,0,98.8,53.18,high,4,yes,81,90,91,92,97.78,job
1703,6.72,7.81,8.97,7.35,7.71,0,0,94.11,96.05,medium,3,yes,75,64,72,51,81.9,higher study
1704,6.64,6.36,4.33,6.01,5.83,0,0,57.34,51.84,medium,5,no,92,98,45,81,80.11,none
1705,7.27,5.04,7.22,7.2,6.68,0,4,84.91,95.1,low,14,yes,86,99,67,99,71.63,higher study
1706,8.72,6.24,6.03,6.56,6.89,4,4,83.4,97.57,high,5,yes,73,66,47,82,60.14,higher study
1707,7.52,5.58,6.51,7.87,6.87,0,0,93.39,42.76,medium,11,yes,95,37,71,91,62.45,none
1708,6.56,7.58,7.96,8.04,7.54,0,0,53.59,98.29,high,2,no,39,88,49,68,70.52,none
1709,6.23,7.21,7.84,9.16,7.61,1,1,64.2,38.75,low,13,no,37,57,94,91,81.66,higher study
1710,8.09,4.74,8.36,7.46,7.16,0,0,90.96,47.65,low,1,yes,88,65,92,40,63.34,none
1711,7.15,7.77,6.76,6.12,6.95,0,0,85.17,62.76,medium,8,yes,36,80,100,42,98.88,none
1712,8.47,9.2,5.06,7.97,7.68,0,0,59.37,99.57,low,7,yes,40,49,44,37,76.44,higher study
1713,7.98,6.27,8.29,8.53,7.77,1,1,89.67,65.74,medium,13,yes,45,54,44,65,72.65,job
1714,8.39,3.8,8.06,8.16,7.1,0,0,36.16,69.88,high,3,no,50,100,49,38,81.01,higher study
1715,6.82,7.29,6.97,8.49,7.39,0,0,85.4,79.53,high,5,yes,100,64,71,89,62.6,higher study
1716,9.82,6.52,7.64,6.6,7.64,0,0,46.86,97.88,medium,2,no,69,47,63,89,94.02,job
1717,8.08,8.96,6.44,8.67,8.04,0,0,52.18,85.49,medium,10,yes,50,39,74,77,78.41,higher study
1718,6.79,7.68,7.36,6.97,7.2,0,0,66.05,48.03,medium,7,no,34,62,34,46,67.13,higher study
1719,9.93,8.06,8.64,6.04,8.17,0,2,63.14,53.31,high,2,yes,100,88,71,37,66.47,none
1720,8.82,6.98,7.26,8.53,7.9,0,0,67.88,39.55,high,1,no,82,70,93,85,74.44,higher study
1721,7.91,6.28,8.52,8.83,7.88,2,2,69.5,76.18,low,14,no,84,92,52,48,82.93,job
1722,6.97,8.93,7.77,7.97,7.91,0,0,55.22,45.12,low,6,yes,76,69,92,34,76.68,job
1723,6.81,6.86,6.58,6.69,6.74,0,0,44.75,50.25,high,13,yes,64,92,43,98,83.87,none
1724,6.57,7.27,7.74,6.76,7.08,1,1,84.49,92.5,high,2,no,57,97,50,44,88.22,higher study
1725,8.08,7.95,7.52,4.74,7.07,0,0,59.8,54.9,medium,12,no,70,76,62,94,89.94,higher study
1726,6.66,6.07,9.28,9.66,7.92,3,3,66.9,70.97,high,8,yes,98,75,39,96,76.04,higher study
1727,7.79,8.43,5.56,9.87,7.91,0,0,76.2,59.64,high,14,yes,96,93,99,71,88.68,higher study
1728,9.1,7.61,7.2,5.85,7.44,0,0,93.95,37.97,low,2,yes,89,95,96,78,65.66,job
1729,5.03,6.83,6.36,7.4,6.4,0,0,80.41,57.32,low,14,yes,51,97,64,37,80.52,job
1730,6.79,3.53,7.25,8.69,6.56,0,0,36.06,60.35,medium,7,no,98,91,58,81,62.9,none
1731,7.99,4.26,6.22,6.45,6.23,0,0,89.19,93.01,low,1,no,62,35,54,42,69.76,higher study
1732,8.44,6.18,6.3,8.48,7.35,0,0,99.29,54.74,medium,8,no,37,41,49,80,83.33,job
1733,8.33,6.49,7.25,9.89,7.99,0,0,64.66,58.42,high,0,yes,45,89,37,93,89.62,higher study
1734,8.28,8.69,6.92,6.87,7.69,0,0,97.96,85.46,high,11,yes,89,69,79,85,63.81,job
1735,6.56,8.06,8.78,8.43,7.96,0,0,69.68,83.85,medium,2,yes,81,46,41,66,68.28,job
1736,4.43,6.75,7.13,8.76,6.77,0,0,63.8,86.49,low,10,no,52,72,39,91,99.68,none
1737,6.27,6.2,8.27,5.73,6.62,0,0,55.21,96.9,low,13,yes,59,39,86,81,73.51,higher study
1738,8.1,8.07,7.59,4.94,7.18,0,0,77.06,86.3,high,1,no,71,52,97,38,71.36,none
1739,7.11,7.72,8.11,7.28,7.56,0,0,48.41,60.32,low,12,yes,58,58,84,60,63.41,none
1740,7.3,7.21,6.78,5.83,6.78,0,0,40.04,88.04,medium,13,no,89,36,96,74,87.79,none
1741,4.14,5.24,8.83,7.1,6.33,0,0,34.83,67.09,high,12,no,61,86,39,34,80.33,none
